location_day_id,location,event_date,status,confirming_url,query_used,reason
LD-2026-03-10-القليلة (Qlaile),القليلة (Qlaile),2026-03-10,uncovered,,"base: (""Qlaile"" OR ""Klaile"" OR ""Qlayleh"") AND Lebanon | fallback: (""Qlaile"" OR ""Klaile"" OR ""Qlayleh"") AND Lebanon AND (""vehicle"" OR ""drone"" OR ""strike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-10-جويا (Joya),جويا (Joya),2026-03-10,unresolved,,"(""Joya"" OR ""Jouaiya"" OR ""Jwaya"") AND Lebanon",DOWNGRADED on duplicate-source audit: Same unrelated source as the Mar 9 Joya row; both downgraded.
LD-2026-03-10-حناويه (Hanawiyeh),حناويه (Hanawiyeh),2026-03-10,uncovered,,"(""Hanawiyeh"" OR ""Hanawiye"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-10-زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية (Zawtar al-Sharqiya),2026-03-10,unresolved,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon","DOWNGRADED on duplicate-source audit: Part of the same suspect multi-town/multi-date group as the Deir Antar rows above; topic mismatch with confirming article's title, downgraded pending verification."
LD-2026-03-10-قانا (Qana),قانا (Qana),2026-03-10,unresolved,,"(""Qana"" OR ""Cana"" OR ""Kana"") AND Lebanon",DOWNGRADED on duplicate-source audit: Same unrelated source as the Mar 8 Qana row; both downgraded.
LD-2026-03-10-قلاويه (Qalawiyeh),قلاويه (Qalawiyeh),2026-03-10,uncovered,,"(""Qalawiyeh"" OR ""Qalaouiye"" OR ""Kalawiye"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 16 results (not confirmed to an article, informational only)."
LD-2026-03-10-كفرجوز (Kfarjouz),كفرجوز (Kfarjouz),2026-03-10,covered,https://www.bernama.com/en/news.php/?id=2532904,"(""Kfarjouz"" OR ""Kfar Jouz"" OR ""Kafr Jouz"") AND Lebanon","[alias match: ""kfarjouz""] Confirmed via full-text fetch, base/generic query. alias match: ""kfarjouz"""
LD-2026-03-11-Habbouch-Arabsalim area,Habbouch-Arabsalim area,2026-03-11,unresolved,,"(""Habbouch"" OR ""Habboush"" OR ""Arabsalim"" OR ""Arab Salim"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (The Guardian, ""Entire families wiped out..."") verified in full text -- does not mention Habbouch or Arabsalim anywhere. False positive."
LD-2026-03-11-الرملة البيضاء (Ramlet al-Baida),الرملة البيضاء (Ramlet al-Baida),2026-03-11,covered,https://www.theguardian.com/world/2026/mar/14/lebanon-israel-hezbollah-war-deaths,"(""Ramlet al-Baida"" OR ""Ramlet el-Baida"" OR ""Raml el-Baida"" OR ""Ramlet Al-Bayda"") AND Lebanon","Result 1 of 63 (base query). Guardian feature explicitly describes the double-tap drone strike ""in the central Beirut neighbourhood of Ramlet al-Baida"" with matching detail (corniche, blood on sand)."
LD-2026-03-11-الشرقية (Sharqiya),الشرقية (Sharqiya),2026-03-11,uncovered,,"(""Sharqiya village"" OR ""Charkiyeh"") AND Lebanon AND (strike OR airstrike OR raid OR killed OR attack OR shelling)",Zero results at D0-D3.
LD-2026-03-11-الشهابية (Al-Shihabiyeh),الشهابية (Al-Shihabiyeh),2026-03-11,covered,https://www.bernama.com/en/news.php/?id=2533218,"(""Shihabiyeh"" OR ""Chihabiyeh"" OR ""Al-Shihabiyeh"" OR ""Chehabiyeh"") AND Lebanon","[alias match: ""chehabiyeh"" (QA fix -- alias was missing from original query)] QA CORRECTION (high-casualty uncovered review): original alias list did not include ""Chehabiyeh"", the spelling actually used by BERNAMA (citing Anadolu Ajansi): ""Six people were killed and seven others wounded in an Israeli strike on Chehabiyeh in Tyre"" -- matches this location-day (7 deaths) and is published same-day (Mar 11). Alias list corrected; re-run with fixed alias found this non-Lebanese confirmation within the D0-D3 window."
LD-2026-03-11-النبطية (Nabatieh city),النبطية (Nabatieh city),2026-03-11,covered,https://www.theguardian.com/world/2026/mar/14/lebanon-israel-hezbollah-war-deaths,"(""Nabatieh"" OR ""Nabatiyeh"") AND Lebanon AND (drone OR ""1 killed"")","[alias match: ""nabatieh""] Confirmed via full-text fetch, base/generic query. alias match: ""nabatieh"""
LD-2026-03-11-برج الشمالي (Burj al-Shamali),برج الشمالي (Burj al-Shamali),2026-03-11,uncovered,,"(""Burj al-Shamali"" OR ""Bourj el-Chemali"" OR ""Burj Shemali"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 18 results (not confirmed to an article, informational only)."
LD-2026-03-11-برعشيت (Bar'ashit),برعشيت (Bar'ashit),2026-03-11,uncovered,,"(""Bar'ashit"" OR ""Baraachit"" OR ""Bir'ashit"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-11-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-11,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (aa.com.tr ""29 killed..."") mentions Bint Jbeil only as the administrative district containing Burj Qalaouiyah (a separately-recorded location-day) -- does not describe an attack on Bint Jbeil city itself."
LD-2026-03-11-بنت جبيل (Bint Jbeil),بنت جبيل (Bint Jbeil),2026-03-11,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): same aa.com.tr source and same issue as the ""Bint Jbeil city"" Mar 11 row -- district-reference only, not a confirmed attack on Bint Jbeil itself."
LD-2026-03-11-تبنين (Tibnine),تبنين (Tibnine),2026-03-11,covered,https://www.bernama.com/en/news.php/?id=2533218,"(""Tibnine"" OR ""Tebnine"" OR ""Tibnin"") AND Lebanon","[alias match: ""tebnine""] Confirmed via full-text fetch, base/generic query. alias match: ""tebnine"""
LD-2026-03-11-تمنين التحتا (Tamnin al-Tahta),تمنين التحتا (Tamnin al-Tahta),2026-03-11,covered,https://www.hindustantimes.com/world-news/us-news/israel-strikes-central-beirut-as-lebanon-death-toll-tops-630-101773253948214.html,"(""Tamnin al-Tahta"" OR ""Temnine el-Tahta"" OR ""Tamnine"") AND Lebanon","[alias match: ""tamnin al-tahta""] Confirmed via full-text fetch, base/generic query. alias match: ""tamnin al-tahta"""
LD-2026-03-11-دير أنطار (Deir Antar),دير أنطار (Deir Antar),2026-03-11,unresolved,,"(""Deir Antar"" OR ""Dayr Antar"") AND Lebanon","DOWNGRADED on duplicate-source audit: Confirming article's own title is about a strike on ""the Lebanese capital"" (Beirut), an apparent topic mismatch with this rural Nabatieh-district location-day; also duplicated across two different Deir Antar dates (Mar 11, Mar 12) with no distinguishing text. Downgraded pending verification."
LD-2026-03-11-زلايا (Zalaya),زلايا (Zalaya),2026-03-11,unresolved,,"(""Zalaya"" OR ""Zellaya"") AND Lebanon","DOWNGRADED: FINAL VERIFICATION PASS: confirming URL (dailypost.ng) is inaccessible -- DNS resolution failure, domain does not resolve. Marked unresolved per instruction (inaccessible = unresolved, not uncovered)."
LD-2026-03-11-شعت (Chaat),شعت (Chaat),2026-03-11,uncovered,,"(""Chaat"" OR ""Shaat"" OR ""Chaath"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-11-شقرا (Shaqra),شقرا (Shaqra),2026-03-11,covered,https://www.irishtimes.com/world/middle-east/2026/03/12/the-children-are-afraid-beiruts-southern-suburbs-reel-under-relentless-air-strikes/,"(""Shaqra"" OR ""Chaqra"" OR ""Shakra"") AND Lebanon","[alias match: ""shakra""] Confirmed via full-text fetch, base/generic query. alias match: ""shakra"""
LD-2026-03-11-كفرتبنيت (Kfartebnit),كفرتبنيت (Kfartebnit),2026-03-11,uncovered,,"base: (""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon | fallback: (""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon AND (""airstrike"" OR ""medic"" OR ""Islamic"" OR ""Health"" OR ""explicitly"" OR ""Authority"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-11-معركة (Maaraka junction),معركة (Maaraka junction),2026-03-11,uncovered,,"(""Maaraka"" OR ""Maarakeh"" OR ""Maarake"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-12-أركي (Arki),أركي (Arki),2026-03-12,covered,https://www.aljazeera.com/news/2026/3/13/israel-destroys-bridge-in-lebanon-and-threatens-gaza-scale-devastation,"(""Arki"" OR ""Erke"" OR ""Arkeh"") AND Lebanon","Result 1 of 48 (base query). Article explicitly states ""Nine people, including five children, were killed in Arki near Sidon"" -- matches incident record (9 deaths, 7 injuries)."
LD-2026-03-12-الحدث (Hadath),الحدث (Hadath),2026-03-12,unresolved,,"(""Hadath"" OR ""Hadeth"" OR ""Al-Hadath"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (30-sample check): confirming URL (IBTimes) lists Hadath among neighborhoods issued an evacuation WARNING ahead of possible strikes -- does not report that an attack on Hadath actually occurred.
LD-2026-03-12-النبطية الفوقا (Nabatieh al-Fawqa),النبطية الفوقا (Nabatieh al-Fawqa),2026-03-12,unresolved,,"(""Nabatieh al-Fawqa"" OR ""Nabatiyeh el-Fawqa"" OR ""Upper Nabatieh"") AND Lebanon",DOWNGRADED on duplicate-source audit: Same suspect group as above; downgraded pending verification.
LD-2026-03-12-باريش (Barish),باريش (Barish),2026-03-12,uncovered,,"(""Barish"" OR ""Barich"") AND Lebanon AND (""airstrike"")",Base query: not_confirmed. Fallback query: zero results.
LD-2026-03-12-بنت جبيل (Bint Jbeil),بنت جبيل (Bint Jbeil),2026-03-12,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): same aa.com.tr source and same issue -- district-reference only, not a confirmed attack on Bint Jbeil itself."
LD-2026-03-12-دير أنطار (Deir Antar),دير أنطار (Deir Antar),2026-03-12,unresolved,,"(""Deir Antar"" OR ""Dayr Antar"") AND Lebanon",DOWNGRADED on duplicate-source audit: See Mar 11 Deir Antar row -- same issues.
LD-2026-03-12-عرمون (Aramoun),عرمون (Aramoun),2026-03-12,covered,https://www.dawn.com/news/1981537/strike-on-beirut-kills-12-after-israels-land-grab-threat,"(""Aramoun"" OR ""Aarammoune"") AND Lebanon","[alias match: ""aramoun""] Confirmed via full-text fetch, base/generic query. alias match: ""aramoun"""
LD-2026-03-12-عين ابل (Ain Ebel),عين ابل (Ain Ebel),2026-03-12,uncovered,,"(""Ain Ebel"" OR ""Ain Ebl"" OR ""Ain Aabel"") AND Lebanon AND (""airstrike"")",Base query: not_confirmed. Fallback query: zero results.
LD-2026-03-12-معركة البص (Maaraka al-Bass junction),معركة البص (Maaraka al-Bass junction),2026-03-12,uncovered,,"(""Maaraka al-Bass"" OR ""El Buss"" OR ""Al-Bass camp"" OR ""Maaraka"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 1 results (not confirmed to an article, informational only)."
LD-2026-03-13-Kfartebnit-Arnoun road,Kfartebnit-Arnoun road,2026-03-13,covered,https://economictimes.indiatimes.com/news/defence/lebanon-open-to-peace-talks-with-israel-but-demands-ceasefire-first/articleshow/129583962.cms,"(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Arnoun"" OR ""Arnoune"") AND Lebanon","[alias match: ""arnoun""] Confirmed via full-text fetch, base/generic query. alias match: ""arnoun"""
LD-2026-03-13-الجناح (Jnah),الجناح (Jnah),2026-03-13,covered,https://www.aljazeera.com/news/2026/3/13/israel-destroys-bridge-in-lebanon-and-threatens-gaza-scale-devastation,"(""Jnah"" OR ""Jnaah"") AND Lebanon","Result 1 of 34 (base query). Same AJ article as Arki above; explicitly states ""separate strikes hit the Jnah and Nabaa neighbourhoods."""
LD-2026-03-13-الصوانة (Al-Sawwaneh),الصوانة (Al-Sawwaneh),2026-03-13,covered,https://www.sbs.com.au/news/article/kharg-island-hit-in-one-of-the-most-powerful-bombing-raids-in-the-history-of-the-middle-east/tzdbke2co,"(""Sawwaneh"" OR ""Sawaneh"" OR ""Al-Sawwaneh"") AND Lebanon","[alias match: ""sawaneh""] Confirmed via full-text fetch, base/generic query. alias match: ""sawaneh"""
LD-2026-03-13-الغازية (Ghazieh),الغازية (Ghazieh),2026-03-13,unresolved,,"(""Ghazieh"" OR ""Ghaziyeh"" OR ""Al-Ghazieh"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (30-sample check): confirming URL (smh.com.au feature) does not mention Ghazieh anywhere in its full text (verified, article discusses Yohmor al-Shaqif and al-Najdah Hospital, not Ghazieh). False positive."
LD-2026-03-13-الفوار (Al-Fawwar),الفوار (Al-Fawwar),2026-03-13,covered,https://www.aljazeera.com/news/2026/3/13/israel-destroys-bridge-in-lebanon-and-threatens-gaza-scale-devastation?traffic_source=rss,"(""Fawwar"" OR ""Al-Fawwar"" OR ""Fawar"") AND Lebanon","[alias match: ""fawwar""] Confirmed via full-text fetch, base/generic query. alias match: ""fawwar"""
LD-2026-03-13-النبطية (Nabatieh city),النبطية (Nabatieh city),2026-03-13,covered,https://www.aa.com.tr/en/middle-east/7-killed-including-2-medics-in-israeli-airstrikes-in-southern-lebanon/3866695,"(""Nabatieh"" OR ""Nabatiyeh"") AND Lebanon AND (""Al-Rahibat"" OR ""7 killed"")","[title casualty match: ""7 killed""] Confirmed via full-text fetch, base/generic query. title casualty match: ""7 killed"""
LD-2026-03-13-بر الياس (Bar Elias),بر الياس (Bar Elias),2026-03-13,covered,https://www.freemalaysiatoday.com/category/world/2026/03/13/israel-expands-strikes-on-lebanon-cuts-bridge-over-litani-river,"(""Bar Elias"" OR ""Baar Elias"") AND Lebanon","[alias match: ""bar elias""] Confirmed via full-text fetch, base/generic query. alias match: ""bar elias"""
LD-2026-03-13-برج قلاويه (Burj Qalawiyeh),برج قلاويه (Burj Qalawiyeh),2026-03-13,covered,https://news.antiwar.com/2026/03/15/who-condemns-israeli-attacks-on-lebanese-health-care-workers-that-have-killed-at-least-31/?utm_source=rss&utm_medium=rss&utm_campaign=who-condemns-israeli-attacks-on-lebanese-health-care-workers-that-have-killed-at-least-31,"(""Burj Qalawiyeh"" OR ""Bourj Qalaouiye"" OR ""Burj Kalaouiyeh"") AND Lebanon","[alias match: ""burj qalawiyeh""] Confirmed via full-text fetch, base/generic query. alias match: ""burj qalawiyeh"""
LD-2026-03-13-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-13,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED: FINAL VERIFICATION PASS: confirming article (Straits Times) describes Israeli troops ""advancing towards Bint Jbeil"" -- an in-progress approach, not a completed/reported attack with casualties on this date."
LD-2026-03-13-شبعا (Shebaa),شبعا (Shebaa),2026-03-13,uncovered,,"base: (""Shebaa"" OR ""Chebaa"" OR ""Shabaa"") AND Lebanon | fallback: (""Shebaa"" OR ""Chebaa"" OR ""Shabaa"") AND Lebanon AND (""drone"" OR ""strike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-13-طريق الشعيتية (Al-Shaitiyeh road),طريق الشعيتية (Al-Shaitiyeh road),2026-03-13,uncovered,,"(""Shaitiyeh"" OR ""Chaytiyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-13-عبا (Aaba),عبا (Aaba),2026-03-13,unresolved,,"base: (""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon | fallback: (""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon AND (""airstrike"" OR ""residence"")",Base query: not_confirmed. Fallback query: not_confirmed. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed).
LD-2026-03-13-ياطر (Yatar),ياطر (Yatar),2026-03-13,covered,https://news.un.org/en/story/2026/03/1167136,"(""Yatar"" OR ""Yater"") AND Lebanon","[alias match: ""yatar""] Confirmed via full-text fetch, base/generic query. alias match: ""yatar"""
LD-2026-03-14-القطراني (Qatrani),القطراني (Qatrani),2026-03-14,covered,https://dunyanews.tv/en/World/940757-israel-launches-fresh-strike-on-south-beirut,"(""Qatrani"" OR ""Katrani"" OR ""Al-Qatrani"") AND Lebanon","[alias match: ""qatrani""] Confirmed via full-text fetch, base/generic query. alias match: ""qatrani"""
LD-2026-03-14-القنطرة (Qantara),القنطرة (Qantara),2026-03-14,covered,https://www.bbc.com/news/articles/clyz78kgp22o,"(""Qantara"" OR ""Kantara"" OR ""Al-Qantara"") AND Lebanon","[alias match: ""qantara""] Confirmed via full-text fetch, base/generic query. alias match: ""qantara"""
LD-2026-03-14-النبعة (Nabaa),النبعة (Nabaa),2026-03-14,covered,https://www.dawn.com/news/1982247/israeli-strike-kills-12-lebanon-medics-amid-peace-push,"(""Nabaa"" OR ""Naba"" OR ""El-Nabaa"" OR ""Bourj Hammoud"") AND Lebanon","[alias match: ""nabaa""] Confirmed via full-text fetch, base/generic query. alias match: ""nabaa"""
LD-2026-03-14-برج قلاويه (Burj Qalawiyeh),برج قلاويه (Burj Qalawiyeh),2026-03-14,unresolved,,"(""Burj Qalawiyeh"" OR ""Bourj Qalaouiye"" OR ""Burj Kalaouiyeh"") AND Lebanon","DOWNGRADED on duplicate-source audit: The confirming antiwar.com article explicitly describes ""a late Friday attack"" -- Mar 13 is the Friday in this date range (Mar 2 = Monday), not Mar 14. Confirmation kept on the Mar 13 row instead."
LD-2026-03-14-حارة صيدا (Harit Saida),حارة صيدا (Harit Saida),2026-03-14,covered,https://www.bernama.com/en/news.php/?id=2534689,"(""Harit Saida"" OR ""Haret Saida"" OR ""Hara Saida"") AND Lebanon","[alias match: ""haret saida""] Confirmed via full-text fetch, base/generic query. alias match: ""haret saida"""
LD-2026-03-14-مجدل سلم (Majdal Selem),مجدل سلم (Majdal Selem),2026-03-14,uncovered,,"(""Majdal Selem"" OR ""Majdal Silm"" OR ""Majdel Selm"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-14-ميفدون (Meifadoun),ميفدون (Meifadoun),2026-03-14,uncovered,,"(""Meifadoun"" OR ""Meifdoun"" OR ""Meifadoune"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-15-الشرحبيل (Sharhabil),الشرحبيل (Sharhabil),2026-03-15,uncovered,,"base: (""Sharhabil"" OR ""Charhabil"") AND Lebanon | fallback: (""Sharhabil"" OR ""Charhabil"") AND Lebanon AND (""apartment"" OR ""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-15-طريق النبطية الفوقا (Nabatieh al-Fawqa road),طريق النبطية الفوقا (Nabatieh al-Fawqa road),2026-03-15,uncovered,,"(""Nabatieh al-Fawqa"" OR ""Nabatiyeh el-Fawqa"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 2 results (not confirmed to an article, informational only)."
LD-2026-03-15-عيتيت (Aitit),عيتيت (Aitit),2026-03-15,uncovered,,"base: (""Aitit"" OR ""Aytit"" OR ""Ayteet"") AND Lebanon | fallback: (""Aitit"" OR ""Aytit"" OR ""Ayteet"") AND Lebanon AND (""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-15-مجدل سلم (Majdal Selem),مجدل سلم (Majdal Selem),2026-03-15,uncovered,,"(""Majdal Selem"" OR ""Majdal Silm"" OR ""Majdel Selm"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 15 results (not confirmed to an article, informational only)."
LD-2026-03-16-القنطرة (Qantara),القنطرة (Qantara),2026-03-16,covered,https://www.ndtv.com/video/dhurandhar-2-controversy-blockbuster-vs-propaganda-debate-1073893,"(""Qantara"" OR ""Kantara"" OR ""Al-Qantara"") AND Lebanon","[alias match: ""kantara""] Confirmed via full-text fetch, base/generic query. alias match: ""kantara"""
LD-2026-03-16-كفرصير (Kfarsir),كفرصير (Kfarsir),2026-03-16,covered,https://vov.vn/the-gioi/israel-dua-luc-quan-vao-lebanon-pha-huy-70-be-phong-ten-lua-iran-post1276167.vov,"(""Kfarsir"" OR ""Kfar Sir"") AND Lebanon","[alias match: ""kfar sir""] Confirmed via full-text fetch, base/generic query. alias match: ""kfar sir"""
LD-2026-03-16-معركة (Maaraka junction),معركة (Maaraka junction),2026-03-16,uncovered,,"(""Maaraka"" OR ""Maarakeh"" OR ""Maarake"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-16-ياطر (Yatar),ياطر (Yatar),2026-03-16,covered,https://www.dawn.com/news/1982888/israeli-warplanes-launch-dawn-strikes-across-southern-lebanon,"(""Yatar"" OR ""Yater"") AND Lebanon","[alias match: ""yater""] Confirmed via full-text fetch, base/generic query. alias match: ""yater"""
LD-2026-03-17-Aaba-Jbeshit area,Aaba-Jbeshit area,2026-03-17,uncovered,,"(""Aaba"" OR ""Ebba"" OR ""Jbeshit"" OR ""Jbaachit"" OR ""Jbchit"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-17-Zebdine-Nabatieh road,Zebdine-Nabatieh road,2026-03-17,covered,https://www.ndtv.com/world-news/war-has-aged-us-lebanons-kids-arent-alright-11243255#publisher=newsstand,"(""Zebdine"" OR ""Zebdin"" OR ""Zibdine"" OR ""Nabatieh"" OR ""Nabatiyeh"") AND Lebanon AND (""strike"" OR ""Lebanese"" OR ""drone"" OR ""Army"" OR ""explicit"" OR ""soldiers"")","[alias match: ""nabatiyeh""] Base query did not confirm (no_nonlebanese_candidates); fallback query confirmed. alias match: ""nabatiyeh"""
LD-2026-03-17-الجميجمة (Al-Jmeijmeh),الجميجمة (Al-Jmeijmeh),2026-03-17,uncovered,,"(""Jmeijmeh"" OR ""Jmaijmeh"" OR ""Al-Jmeijmeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-17-السلطانية (Al-Sultaniyeh),السلطانية (Al-Sultaniyeh),2026-03-17,uncovered,,"(""Sultaniyeh"" OR ""Soultaniyeh"" OR ""Al-Sultaniyeh"") AND Lebanon AND (""vehicle"" OR ""strike"")",Base query: no_nonlebanese_candidates. Fallback query: zero results.
LD-2026-03-17-الغازية (Ghazieh),الغازية (Ghazieh),2026-03-17,uncovered,,"(""Ghazieh"" OR ""Ghaziyeh"" OR ""Al-Ghazieh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-17-بعلبك (Baalbek city),بعلبك (Baalbek city),2026-03-17,unresolved,,"(""Baalbek"" OR ""Baalbeck"") AND Lebanon AND (""Ras al-Ain"" OR ""4 killed"" OR residential)","DOWNGRADED on duplicate-source audit: Confirming article also confirms two Mar 18 location-days (Deir al-Zahrani, Sohmor) via the same URL; those two agree with each other on date while this Mar 17 attribution is the outlier. Downgraded in favor of the Mar 18 pair."
LD-2026-03-17-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-17,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED: FINAL VERIFICATION PASS: confirming article (Dawn) uses ""Bint Jbeil districts"" only as administrative framing for strikes on Bafliyeh and Hanine -- does not describe an attack on Bint Jbeil itself."
LD-2026-03-17-حاروف (Haroof),حاروف (Haroof),2026-03-17,uncovered,,"(""Haroof"" OR ""Haruf"" OR ""Harouf"") AND Lebanon AND (""complex"" OR ""airstrike"")",Base query: no_nonlebanese_candidates. Fallback query: zero results.
LD-2026-03-17-طريق المطار (Airport Road),طريق المطار (Airport Road),2026-03-17,uncovered,,"base: (""Airport Road"" OR ""Beirut Airport Road"" OR ""Beirut international airport road"") AND Lebanon AND (strike OR airstrike OR raid OR killed OR attack OR shelling) | fallback: (""Airport Road"" OR ""Beirut Airport Road"" OR ""Beirut international airport road"") AND Lebanon AND (""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-17-قعقعية الجسر (Qaaqaait al-Jisr),قعقعية الجسر (Qaaqaait al-Jisr),2026-03-17,uncovered,,"(""Qaaqaait al-Jisr"" OR ""Kaakaait el-Jisr"" OR ""Qaaqaaiyet al-Jisr"") AND Lebanon","Zero results, D0-D3. Secondary D+7 indicator: 5 results appeared by D+7 -- possible delayed coverage, not confirmed to an individual article (D+7 is secondary/informational only per instruction)."
LD-2026-03-18-القليعة (Qlaya),القليعة (Qlaya),2026-03-18,uncovered,,"(""Qlaya"" OR ""Klaiaa"" OR ""Kleiaa"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-18-برج قلاويه (Burj Qalawiyeh),برج قلاويه (Burj Qalawiyeh),2026-03-18,covered,https://news.antiwar.com/2026/03/19/lebanon-death-toll-passes-1000-amnesty-says-israel-must-stop-attacking-hospitals/?utm_source=rss&utm_medium=rss&utm_campaign=lebanon-death-toll-passes-1000-amnesty-says-israel-must-stop-attacking-hospitals,"(""Burj Qalawiyeh"" OR ""Bourj Qalaouiye"" OR ""Burj Kalaouiyeh"") AND Lebanon","[alias match: ""burj qalawiyeh""] Confirmed via full-text fetch, base/generic query. alias match: ""burj qalawiyeh"""
LD-2026-03-18-بيروت (Beirut),بيروت (Beirut),2026-03-18,covered,https://www.dailysabah.com/world/mid-east/israel-kills-at-least-12-in-central-beirut-in-ramped-up-airstrikes,"(""Basta"" OR ""al-Basta"" OR ""Zuqaq al-Blat"" OR ""Zokak el-Blat"") AND Lebanon","Generic location -- used incident-specific neighborhood query per instruction, not the bare ""Beirut"" alias. Result 9 of 46. AFP/Daily Sabah article explicitly names both strikes: ""apartment block in the Zuqaq al-Blat district"" and ""a strike in the nearby Basta district"", with matching toll (10 killed, 27 wounded)."
LD-2026-03-18-جبشيت (Jbeshit),جبشيت (Jbeshit),2026-03-18,uncovered,,"(""Jbeshit"" OR ""Jbaachit"" OR ""Jbchit"") AND Lebanon",Zero results at D0-D3.
